"Full_Name";"Locality_Siege";"CountryCode";"Continent";"Region";"Y";"X";"Pop_collect";"Statut";"Entity";"Year_of_Joining";"Note";"Network_Name";"Code_Network";"EntitySimplified";"CountryName";"MembershipCode";"Adress";"lon";"lat"
"Guardia Perticara";"Guardia Perticara";"IT";"Europe";"Southern Europe";NA;NA;643;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11164";"Guardia Perticara, Italy";16,0989791;40,3609969
"VILANOVA DE SEGRIÀ";"VILANOVA DE SEGRIÀ";"ES";"Europe";"Southern Europe";NA;NA;916;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11165";"VILANOVA DE SEGRIÀ, Spain";0,6167922;41,7123804
"Castellaneta";"Castellaneta";"IT";"Europe";"Southern Europe";NA;NA;17339;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11166";"Castellaneta, Italy";16,9397385;40,6280418
"Pescopagano";"Pescopagano";"IT";"Europe";"Southern Europe";NA;NA;2100;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11167";"Pescopagano, Italy";15,4185227;40,8482888
"Guiglia";"Guiglia";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11168";"Guiglia, Italy";10,9467939;44,4086377
"Spilamberto";"Spilamberto";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11169";"Spilamberto, Italy";11,0164852;44,5325046
"Marano sul Panaro";"Marano sul Panaro";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11170";"Marano sul Panaro, Italy";10,9644918;44,4561514
"Marano sul Panaro - Guiglia - Savignano sul Panaro - Spilamberto";"Marano sul Panaro - Guiglia - Savignano sul Panaro - Spilamberto";"IT";"Europe";"Southern Europe";NA;NA;30789;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11171";"Marano sul Panaro - Guiglia - Savignano sul Panaro - Spilamberto, Italy";11,0375086;44,4795975
"Lahti";"Lahti";"FI";"Europe";"Northern Europe";NA;NA;120078;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Finland";"A11172";"Lahti, Finland";25,6612096;60,9826749
"Ploiesti";"Ploiesti";"RO";"Europe";"Eastern Europe";NA;NA;230240;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A11173";"Ploiesti, Romania";26,0128616;44,936664
"Logroño";"Logroño";"ES";"Europe";"Southern Europe";NA;NA;152928;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11174";"Logroño, Spain";-2,4449852;42,4627195
"Ighiu";"Ighiu";"RO";"Europe";"Eastern Europe";NA;NA;6517;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A11175";"Ighiu, Romania";23,5121564;46,1438947
"Ocnița";"Ocnița";"MD";"Europe";"Eastern Europe";NA;NA;9170;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Moldova";"A11176";"Ocnița, Moldova";27,4943835;48,3687818
"Olius";"Olius";"ES";"Europe";"Southern Europe";NA;NA;905;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11177";"Olius, Spain";1,5499211;42,0182619
"Bocenago";"Bocenago";"IT";"Europe";"Southern Europe";NA;NA;411;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11178";"Bocenago, Italy";10,7597977;46,1195294
"Benavent de Segrià";"Benavent de Segrià";"ES";"Europe";"Southern Europe";NA;NA;1525;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11179";"Benavent de Segrià, Spain";0,6328539;41,697298
"Calciano, Grassano, Irsina, Tricarico";"Calciano, Grassano, Irsina, Tricarico";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11180";"Calciano, Grassano, Irsina, Tricarico, Italy";16,1931656;40,5879294
"Calciano";"Calciano";"IT";"Europe";"Southern Europe";NA;NA;807;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11181";"Calciano, Italy";16,1931656;40,5879294
"Mungia";"Mungia";"ES";"Europe";"Southern Europe";NA;NA;17067;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11182";"Mungia, Spain";-2,8467037;43,3544186
"Dąbrowa Górnicza";"Dąbrowa Górnicza";"PL";"Europe";"Eastern Europe";NA;NA;121500;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Poland";"A11183";"Dąbrowa Górnicza, Poland";19,1949126;50,3216897
"Ferrandina, Garaguso, Salandra, San Mauro Forte";"Ferrandina, Garaguso, Salandra, San Mauro Forte";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11184";"Ferrandina, Garaguso, Salandra, San Mauro Forte, Italy";16,2264985;40,5476549
"Garaguso";"Garaguso";"IT";"Europe";"Southern Europe";NA;NA;1155;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11185";"Garaguso, Italy";16,2264985;40,5476549
"Yevpatoria";"Yevpatoria";"UA";"Europe";"Eastern Europe";NA;NA;123456;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Ukraine";"A11186";"Yevpatoria, Ukraine";33,366867;45,19045
"Vilanova de Meià";"Vilanova de Meià";"ES";"Europe";"Southern Europe";NA;NA;420;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11187";"Vilanova de Meià, Spain";1,0197244;41,9938401
"Monterenzio";"Monterenzio";"IT";"Europe";"Southern Europe";NA;NA;6161;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11188";"Monterenzio, Italy";11,4050575;44,3280561
"Serradifalco";"Serradifalco";"IT";"Europe";"Southern Europe";NA;NA;6250;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11189";"Serradifalco, Italy";13,8854007;37,4562658
"Canazei";"Canazei";"IT";"Europe";"Southern Europe";NA;NA;1910;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11190";"Canazei, Italy";11,7703015;46,4767277
"Civitella San Paolo";"Civitella San Paolo";"IT";"Europe";"Southern Europe";NA;NA;2009;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11191";"Civitella San Paolo, Italy";12,5642261;42,2011933
"Pinell de Solsonès";"Pinell de Solsonès";"ES";"Europe";"Southern Europe";NA;NA;213;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11192";"Pinell de Solsonès, Spain";1,4001478;41,9707994
"Ciutadilla";"Ciutadilla";"ES";"Europe";"Southern Europe";NA;NA;210;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11193";"Ciutadilla, Spain";1,1395;41,5612352
"Fuenlabrada de los Montes";"Fuenlabrada de los Montes";"ES";"Europe";"Southern Europe";NA;NA;1972;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11194";"Fuenlabrada de los Montes, Spain";-4,9363912;39,131981
"Àger";"Àger";"ES";"Europe";"Southern Europe";NA;NA;590;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11195";"Àger, Spain";0,7610053;42,0007934
"Desulo";"Desulo";"IT";"Europe";"Southern Europe";NA;NA;2478;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11196";"Desulo, Italy";9,2318157;40,0132493
"Els Torms";"Els Torms";"ES";"Europe";"Southern Europe";NA;NA;169;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11197";"Els Torms, Spain";0,7203205;41,3942541
"Mazzin";"Mazzin";"IT";"Europe";"Southern Europe";NA;NA;508;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11198";"Mazzin, Italy";11,6996124;46,4573084
"Pignola";"Pignola";"IT";"Europe";"Southern Europe";NA;NA;6800;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11199";"Pignola, Italy";15,7816593;40,5754478
"Gabersdorf";"Gabersdorf";"AT";"Europe";"Western Europe";NA;NA;1119;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Austria";"A11200";"Gabersdorf, Austria";15,5934824;46,790582
"Vigo di Fassa";"Vigo di Fassa";"IT";"Europe";"Southern Europe";NA;NA;1222;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11201";"Vigo di Fassa, Italy";11,6748775;46,4208634
"Golfo Aranci";"Golfo Aranci";"IT";"Europe";"Southern Europe";NA;NA;2206;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11202";"Golfo Aranci, Italy";9,5729115;40,9879923
"La Sentiu de Sió";"La Sentiu de Sió";"ES";"Europe";"Southern Europe";NA;NA;471;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11203";"La Sentiu de Sió, Spain";0,8788352;41,8051712
"Castelldans";"Castelldans";"ES";"Europe";"Southern Europe";NA;NA;1015;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11204";"Castelldans, Spain";0,7663538;41,4974858
"Municipiul Petrosani";"Municipiul Petrosani";"RO";"Europe";"Eastern Europe";NA;NA;37160;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Romania";"A11205";"Municipiul Petrosani, Romania";23,3754021;45,4088946
"Paterno";"Paterno";"IT";"Europe";"Southern Europe";NA;NA;49625;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11206";"Paterno, Italy";14,9017568;37,5671795
"Juneda";"Juneda";"ES";"Europe";"Southern Europe";NA;NA;3482;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11207";"Juneda, Spain";0,8234483;41,5470669
"Beniardà";"Beniardà";"ES";"Europe";"Southern Europe";NA;NA;183;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11208";"Beniardà, Spain";-0,2163278;38,6834097
"Spinazzola";"Spinazzola";"IT";"Europe";"Southern Europe";NA;NA;6870;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11209";"Spinazzola, Italy";16,0895314;40,9684515
"Giba";"Giba";"IT";"Europe";"Southern Europe";NA;NA;2150;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11210";"Giba, Italy";8,6352622;39,0715282
"Ghiffa";"Ghiffa";"IT";"Europe";"Southern Europe";NA;NA;2373;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11211";"Ghiffa, Italy";8,616865;45,956399
"Zafferana Etnea";"Zafferana Etnea";"IT";"Europe";"Southern Europe";NA;NA;9249;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11212";"Zafferana Etnea, Italy";15,0674317;37,7103828
"Comillas";"Comillas";"ES";"Europe";"Southern Europe";NA;NA;2458;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11213";"Comillas, Spain";-4,2897563;43,3697866
"Casavatore";"Casavatore";"IT";"Europe";"Southern Europe";NA;NA;18694;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11214";"Casavatore, Italy";14,2772749;40,9002546
"Lavarone";"Lavarone";"IT";"Europe";"Southern Europe";NA;NA;1111;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11215";"Lavarone, Italy";11,2857605;45,9477771
"Canal san Bovo";"Canal san Bovo";"IT";"Europe";"Southern Europe";NA;NA;1586;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11216";"Canal san Bovo, Italy";11,7315041;46,1561291
"Avola, Noto, Pachino, Portopalo di Capo Passero, Rosolini";"Avola, Noto, Pachino, Portopalo di Capo Passero, Rosolini";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11217";"Avola, Noto, Pachino, Portopalo di Capo Passero, Rosolini, Italy";14,9538121;36,8199982
"Selargius";"Selargius";"IT";"Europe";"Southern Europe";NA;NA;28643;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11218";"Selargius, Italy";9,1629372;39,2596768
"Portopalo di Capo Passero";"Portopalo di Capo Passero";"IT";"Europe";"Southern Europe";NA;NA;3827;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11219";"Portopalo di Capo Passero, Italy";15,1321785;36,6827195
"Merano/Meran";"Merano/Meran";"IT";"Europe";"Southern Europe";NA;NA;37200;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11220";"Merano/Meran, Italy";11,1525179;46,6712938
"La Bisbal d'Empordà";"La Bisbal d'Empordà";"ES";"Europe";"Southern Europe";NA;NA;10435;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11221";"La Bisbal d'Empordà, Spain";3,0397887;41,9586483
"San Bartolomeo al Mare";"San Bartolomeo al Mare";"IT";"Europe";"Southern Europe";NA;NA;3150;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11222";"San Bartolomeo al Mare, Italy";8,1034317;43,921975
"Pozza di Fassa";"Pozza di Fassa";"IT";"Europe";"Southern Europe";NA;NA;2177;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11223";"Pozza di Fassa, Italy";11,6857172;46,4306894
"Santa Cruz de Paniagua";"Santa Cruz de Paniagua";"ES";"Europe";"Southern Europe";NA;NA;394;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11224";"Santa Cruz de Paniagua, Spain";-6,3398896;40,1929085
"Sillavengo";"Sillavengo";"IT";"Europe";"Southern Europe";NA;NA;587;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11225";"Sillavengo, Italy";8,4405383;45,519706
"Villanueva de la Serena";"Villanueva de la Serena";"ES";"Europe";"Southern Europe";NA;NA;26080;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11226";"Villanueva de la Serena, Spain";-5,7997323;38,9735752
"Santa Lucia di Piave";"Santa Lucia di Piave";"IT";"Europe";"Southern Europe";NA;NA;9032;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11227";"Santa Lucia di Piave, Italy";12,2885732;45,8383765
"Higuera de la Serena";"Higuera de la Serena";"ES";"Europe";"Southern Europe";NA;NA;1031;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11228";"Higuera de la Serena, Spain";-5,7411722;38,6452819
"l'Ametlla del Vallès";"l'Ametlla del Vallès";"ES";"Europe";"Southern Europe";NA;NA;8111;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11229";"l'Ametlla del Vallès, Spain";2,2605005;41,6683251
"Loceri";"Loceri";"IT";"Europe";"Southern Europe";NA;NA;1336;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11230";"Loceri, Italy";9,5847505;39,8585021
"Catral";"Catral";"ES";"Europe";"Southern Europe";NA;NA;8631;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11231";"Catral, Spain";-0,8003795;38,159791
"Ragoli";"Ragoli";"IT";"Europe";"Southern Europe";NA;NA;768;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11232";"Ragoli, Italy";10,7765237;46,0525869
"Cerro Veronese";"Cerro Veronese";"IT";"Europe";"Southern Europe";NA;NA;2497;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11233";"Cerro Veronese, Italy";11,0385667;45,5741085
"Curtarolo";"Curtarolo";"IT";"Europe";"Southern Europe";NA;NA;7266;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11234";"Curtarolo, Italy";11,8315279;45,5213208
"Rivne";"Rivne";"UA";"Europe";"Eastern Europe";NA;NA;250205;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Ukraine";"A11235";"Rivne, Ukraine";26,251617;50,6199
"Bra";"Bra";"IT";"Europe";"Southern Europe";NA;NA;30097;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11236";"Bra, Italy";7,8551164;44,6923429
"Ballao";"Ballao";"IT";"Europe";"Southern Europe";NA;NA;875;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11237";"Ballao, Italy";9,3619927;39,5484761
"Crevillent";"Crevillent";"ES";"Europe";"Southern Europe";NA;NA;28957;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11238";"Crevillent, Spain";-0,8113636;38,2446844
"Aritzo, Austis, Desulo, Gadoni, Meana Sardo, Neoneli, Sorgono, Teti";"Aritzo, Austis, Desulo, Gadoni, Meana Sardo, Neoneli, Sorgono, Teti";"IT";"Europe";"Southern Europe";NA;NA;0;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11239";"Aritzo, Austis, Desulo, Gadoni, Meana Sardo, Neoneli, Sorgono, Teti, Italy";9,1853721;39,9142245
"Austis";"Austis";"IT";"Europe";"Southern Europe";NA;NA;857;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11240";"Austis, Italy";9,0868883;40,0708361
"Mendatica";"Mendatica";"IT";"Europe";"Southern Europe";NA;NA;240;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11241";"Mendatica, Italy";7,8059235;44,0739999
"Cefalù";"Cefalù";"IT";"Europe";"Southern Europe";NA;NA;14000;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11242";"Cefalù, Italy";14,0174436;38,0337046
"Rionero in Vulture";"Rionero in Vulture";"IT";"Europe";"Southern Europe";NA;NA;13533;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11243";"Rionero in Vulture, Italy";15,6697315;40,9263578
"Misterbianco";"Misterbianco";"IT";"Europe";"Southern Europe";NA;NA;45961;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11244";"Misterbianco, Italy";15,0206757;37,5290926
"AJUNTAMENT D'ARGELAGUER";"AJUNTAMENT D'ARGELAGUER";"ES";"Europe";"Southern Europe";NA;NA;430;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11245";"AJUNTAMENT D'ARGELAGUER, Spain";2,6377992;42,215765
"Campanario";"Campanario";"ES";"Europe";"Southern Europe";NA;NA;5240;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11246";"Campanario, Spain";-5,6170784;38,8633522
"Leeds";"Leeds";"GB";"Europe";"Northern Europe";NA;NA;751500;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"United Kingdom";"A11247";"Leeds, United Kingdom";-1,5490774;53,8007554
"Novara";"Novara";"IT";"Europe";"Southern Europe";NA;NA;105165;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11248";"Novara, Italy";8,6221612;45,44693
"Jafre";"Jafre";"ES";"Europe";"Southern Europe";NA;NA;425;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11249";"Jafre, Spain";3,0106912;42,0728133
"Introbio";"Introbio";"IT";"Europe";"Southern Europe";NA;NA;1983;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11250";"Introbio, Italy";9,4810426;45,992787
"Gozzano";"Gozzano";"IT";"Europe";"Southern Europe";NA;NA;5671;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11251";"Gozzano, Italy";8,4419547;45,746784
"Rialto";"Rialto";"IT";"Europe";"Southern Europe";NA;NA;553;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11252";"Rialto, Italy";12,335898;45,4379842
"Mirabella Eclano";"Mirabella Eclano";"IT";"Europe";"Southern Europe";NA;NA;8272;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11253";"Mirabella Eclano, Italy";14,9967425;41,0432362
"Argentona";"Argentona";"ES";"Europe";"Southern Europe";NA;NA;11944;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11254";"Argentona, Spain";2,4008466;41,5531639
"Chiaravalle";"Chiaravalle";"IT";"Europe";"Southern Europe";NA;NA;15056;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11255";"Chiaravalle, Italy";13,3298525;43,6032301
"Pontinia";"Pontinia";"IT";"Europe";"Southern Europe";NA;NA;14101;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11256";"Pontinia, Italy";13,0437426;41,4043988
"Gori";"Gori";"GE";"Asia";"Western Asia";NA;NA;50400;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Georgia";"A11257";"Gori, Georgia";44,108411;41,9854144
"Torella dei Lombardi";"Torella dei Lombardi";"IT";"Europe";"Southern Europe";NA;NA;2240;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11258";"Torella dei Lombardi, Italy";15,1161202;40,9397228
"Frassinelle Polesine";"Frassinelle Polesine";"IT";"Europe";"Southern Europe";NA;NA;1541;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11259";"Frassinelle Polesine, Italy";11,6931245;44,9716361
"Santa Maria Nuova";"Santa Maria Nuova";"IT";"Europe";"Southern Europe";NA;NA;4249;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11260";"Santa Maria Nuova, Italy";13,308849;43,4963268
"Garbayuela";"Garbayuela";"ES";"Europe";"Southern Europe";NA;NA;559;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11261";"Garbayuela, Spain";-4,999147;39,0508774
"Fonollosa";"Fonollosa";"ES";"Europe";"Southern Europe";NA;NA;1438;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11262";"Fonollosa, Spain";1,7246856;41,7577002
"Villamarzana";"Villamarzana";"IT";"Europe";"Southern Europe";NA;NA;1157;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11263";"Villamarzana, Italy";11,6926322;45,0141996
"Sant Martí de Centelles";"Sant Martí de Centelles";"ES";"Europe";"Southern Europe";NA;NA;1109;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11264";"Sant Martí de Centelles, Spain";2,2482737;41,7600578
"Gioia del Colle";"Gioia del Colle";"IT";"Europe";"Southern Europe";NA;NA;28100;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11265";"Gioia del Colle, Italy";16,9221587;40,7990706
"Benimantell";"Benimantell";"ES";"Europe";"Southern Europe";NA;NA;490;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11266";"Benimantell, Spain";-0,2099271;38,6765084
"Aci Bonaccorsi";"Aci Bonaccorsi";"IT";"Europe";"Southern Europe";NA;NA;3272;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11267";"Aci Bonaccorsi, Italy";15,1095426;37,5955168
"Transacqua";"Transacqua";"IT";"Europe";"Southern Europe";NA;NA;2128;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11268";"Transacqua, Italy";11,8329147;46,1712685
"Tilos";"Tilos";"GR";"Europe";"Southern Europe";NA;NA;733;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Greece";"A11269";"Tilos, Greece";27,3733989;36,4230663
"Avis";"Avis";"PT";"Europe";"Southern Europe";NA;NA;4559;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Portugal";"A11270";"Avis, Portugal";-7,891114;39,0540687
"Alimena";"Alimena";"IT";"Europe";"Southern Europe";NA;NA;2087;"20202030ADAPT";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11271";"Alimena, Italy";14,112994;37,6901468
"Puebla de Alcocer";"Puebla de Alcocer";"ES";"Europe";"Southern Europe";NA;NA;1278;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11272";"Puebla de Alcocer, Spain";-5,2557009;38,9861534
"Campitello di Fassa";"Campitello di Fassa";"IT";"Europe";"Southern Europe";NA;NA;746;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Italy";"A11273";"Campitello di Fassa, Italy";11,7123873;46,4907862
"Monóvar";"Monóvar";"ES";"Europe";"Southern Europe";NA;NA;12460;"2020";"City";"2012";"Locality Name Not Simplified";"Covenant of Mayors";"04080";"City";"Spain";"A11274";"Monóvar, Spain";-0,840116;38,4359831
