"Full_Name";"Locality_Siege";"CountryCode";"Continent";"Region";"Y";"X";"Pop_collect";"Statut";"Entity";"Year_of_Joining";"Note";"Network_Name";"Code_Network";"EntitySimplified";"CountryName";"MembershipCode";"Adress";"lon";"lat"
"Göttlesbrunn-Arbesthal";"Göttlesbrunn-Arbesthal";"AT";"Europe";"Western Europe";NA;NA;1311;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4081";"Göttlesbrunn-Arbesthal, Austria";16,70979;48,06429
"Gurk";"Gurk";"AT";"Europe";"Western Europe";NA;NA;1311;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4082";"Gurk, Austria";14,2879835;46,8744954
"Haslau-Maria Ellend";"Haslau-Maria Ellend";"AT";"Europe";"Western Europe";NA;NA;1312;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4083";"Haslau-Maria Ellend, Austria";16,6802699;48,11176
"Bad Tatzmannsdorf";"Bad Tatzmannsdorf";"AT";"Europe";"Western Europe";NA;NA;1316;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4084";"Bad Tatzmannsdorf, Austria";16,2298269;47,3314408
"Empersdorf";"Empersdorf";"AT";"Europe";"Western Europe";NA;NA;1321;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4085";"Empersdorf, Austria";15,602633;46,9994634
"Oslip";"Oslip";"AT";"Europe";"Western Europe";NA;NA;1323;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4086";"Oslip, Austria";16,6251127;47,8292891
"Perschling";"Perschling";"AT";"Europe";"Western Europe";NA;NA;1328;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4087";"Perschling, Austria";15,7957002;48,2685386
"St. Peter im Sulmtal";"St. Peter im Sulmtal";"AT";"Europe";"Western Europe";NA;NA;1332;NA;"Municipality";"1997";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4088";"St. Peter im Sulmtal, Austria";15,2516767;46,7582319
"Nappersdorf-Kammersdorf";"Nappersdorf-Kammersdorf";"AT";"Europe";"Western Europe";NA;NA;1333;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4089";"Nappersdorf-Kammersdorf, Austria";16,19076;48,62772
"Rußbach";"Rußbach";"AT";"Europe";"Western Europe";NA;NA;1333;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4090";"Rußbach, Austria";13,4663806;47,5903203
"Sellrain";"Sellrain";"AT";"Europe";"Western Europe";NA;NA;1341;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4091";"Sellrain, Austria";11,21411;47,21331
"Neudorf bei Staatz";"Neudorf bei Staatz";"AT";"Europe";"Western Europe";NA;NA;1345;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4092";"Neudorf bei Staatz, Austria";16,4953281;48,7194878
"Würmla";"Würmla";"AT";"Europe";"Western Europe";NA;NA;1345;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4093";"Würmla, Austria";15,8597645;48,2566645
"Kajárpéc";"Kajárpéc";"HU";"Europe";"Eastern Europe";NA;NA;1346;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Hungary";"A4094";"Kajárpéc, Hungary";17,6350057;47,4888221
"Grimmenstein";"Grimmenstein";"AT";"Europe";"Western Europe";NA;NA;1347;NA;"Municipality";"1998";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4095";"Grimmenstein, Austria";16,1150359;47,6172441
"Krummnußbaum";"Krummnußbaum";"AT";"Europe";"Western Europe";NA;NA;1347;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4096";"Krummnußbaum, Austria";15,1639271;48,208864
"Parasznya";"Parasznya";"HU";"Europe";"Eastern Europe";NA;NA;1350;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Hungary";"A4097";"Parasznya, Hungary";20,6402064;48,1688229
"Waldburg";"Waldburg";"AT";"Europe";"Western Europe";NA;NA;1355;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4098";"Waldburg, Austria";14,439744;48,5086038
"Laussa";"Laussa";"AT";"Europe";"Western Europe";NA;NA;1367;NA;"Municipality";"1995";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4099";"Laussa, Austria";14,4547027;47,9517858
"Rastenfeld";"Rastenfeld";"AT";"Europe";"Western Europe";NA;NA;1367;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4100";"Rastenfeld, Austria";15,3319089;48,5753303
"Gastern";"Gastern";"AT";"Europe";"Western Europe";NA;NA;1368;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4101";"Gastern, Austria";15,219556;48,8957786
"Lengenfeld";"Lengenfeld";"AT";"Europe";"Western Europe";NA;NA;1373;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4102";"Lengenfeld, Austria";15,5991261;48,4717694
"Hof am Leithaberge";"Hof am Leithaberge";"AT";"Europe";"Western Europe";NA;NA;1376;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4103";"Hof am Leithaberge, Austria";16,5768166;47,9432405
"Mühlbachl";"Mühlbachl";"AT";"Europe";"Western Europe";NA;NA;1388;NA;"Municipality";"2018";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4104";"Mühlbachl, Austria";11,4458567;47,1368965
"Tristach";"Tristach";"AT";"Europe";"Western Europe";NA;NA;1394;NA;"Municipality";"2018";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4105";"Tristach, Austria";12,7892387;46,8194606
"Baumgartenberg";"Baumgartenberg";"AT";"Europe";"Western Europe";NA;NA;1400;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4106";"Baumgartenberg, Austria";14,7457884;48,2091315
"Reichenthal";"Reichenthal";"AT";"Europe";"Western Europe";NA;NA;1400;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4107";"Reichenthal, Austria";14,3844922;48,5456734
"Untersiebenbrunn";"Untersiebenbrunn";"AT";"Europe";"Western Europe";NA;NA;1400;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4108";"Untersiebenbrunn, Austria";16,7466619;48,2552017
"Söchau";"Söchau";"AT";"Europe";"Western Europe";NA;NA;1408;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4109";"Söchau, Austria";16,0156635;47,0321745
"Geboltskirchen";"Geboltskirchen";"AT";"Europe";"Western Europe";NA;NA;1410;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4110";"Geboltskirchen, Austria";13,6340032;48,1531701
"Irnfritz-Messern";"Irnfritz-Messern";"AT";"Europe";"Western Europe";NA;NA;1412;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4111";"Irnfritz-Messern, Austria";15,5580401;48,73961
"Neidling";"Neidling";"AT";"Europe";"Western Europe";NA;NA;1415;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4112";"Neidling, Austria";15,5560968;48,2373094
"Ungenach";"Ungenach";"AT";"Europe";"Western Europe";NA;NA;1416;NA;"Municipality";"2011";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4113";"Ungenach, Austria";13,6139072;48,0471853
"Hennersdorf";"Hennersdorf";"AT";"Europe";"Western Europe";NA;NA;1418;NA;"Municipality";"2006";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4114";"Hennersdorf, Austria";16,3600517;48,1116496
"Schwendau";"Schwendau";"AT";"Europe";"Western Europe";NA;NA;1432;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4115";"Schwendau, Austria";11,8605125;47,1982609
"Geras";"Geras";"AT";"Europe";"Western Europe";NA;NA;1433;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4116";"Geras, Austria";15,6720834;48,7979759
"Enzersfeld";"Enzersfeld";"AT";"Europe";"Western Europe";NA;NA;1434;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4117";"Enzersfeld, Austria";16,4241416;48,3611641
"Hofkirchen im Mühlviertel";"Hofkirchen im Mühlviertel";"AT";"Europe";"Western Europe";NA;NA;1434;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4118";"Hofkirchen im Mühlviertel, Austria";13,810014;48,4829544
"Neumarkt im Hausruckkreis";"Neumarkt im Hausruckkreis";"AT";"Europe";"Western Europe";NA;NA;1437;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4119";"Neumarkt im Hausruckkreis, Austria";13,7280212;48,2728276
"St. Leonhard bei Freistadt";"St. Leonhard bei Freistadt";"AT";"Europe";"Western Europe";NA;NA;1439;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4120";"St. Leonhard bei Freistadt, Austria";14,6807636;48,445352
"Mühldorf / Wachau";"Mühldorf / Wachau";"AT";"Europe";"Western Europe";NA;NA;1443;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4121";"Mühldorf / Wachau, Austria";15,3448199;48,373761
"St. Ulrich am Pillersee";"St. Ulrich am Pillersee";"AT";"Europe";"Western Europe";NA;NA;1443;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4122";"St. Ulrich am Pillersee, Austria";12,57301;47,5273369
"Lanzendorf";"Lanzendorf";"AT";"Europe";"Western Europe";NA;NA;1464;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4123";"Lanzendorf, Austria";16,4389341;48,1086012
"Sandl";"Sandl";"AT";"Europe";"Western Europe";NA;NA;1464;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4124";"Sandl, Austria";14,6421594;48,5606534
"Zöbern";"Zöbern";"AT";"Europe";"Western Europe";NA;NA;1466;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4125";"Zöbern, Austria";16,1353798;47,5102686
"Kleinzell i.M.";"Kleinzell i.M.";"AT";"Europe";"Western Europe";NA;NA;1467;NA;"Municipality";"2014";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4126";"Kleinzell i.M., Austria";15,7347411;47,978216
"Thaya";"Thaya";"AT";"Europe";"Western Europe";NA;NA;1468;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4127";"Thaya, Austria";15,285125;48,8555673
"Kirchberg am Walde";"Kirchberg am Walde";"AT";"Europe";"Western Europe";NA;NA;1473;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4128";"Kirchberg am Walde, Austria";15,0889693;48,7252402
"Oed-Öhling";"Oed-Öhling";"AT";"Europe";"Western Europe";NA;NA;1483;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4129";"Oed-Öhling, Austria";14,7989514;48,1013271
"Inzersdorf-Getzersdorf";"Inzersdorf-Getzersdorf";"AT";"Europe";"Western Europe";NA;NA;1485;NA;"Municipality";"2011";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4130";"Inzersdorf-Getzersdorf, Austria";15,69468;48,3284
"Obernberg am Inn";"Obernberg am Inn";"AT";"Europe";"Western Europe";NA;NA;1487;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4131";"Obernberg am Inn, Austria";13,3303233;48,3202106
"Pfaffing";"Pfaffing";"AT";"Europe";"Western Europe";NA;NA;1493;NA;"Municipality";"2013";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4132";"Pfaffing, Austria";13,4757555;48,0183529
"Kreuzstetten";"Kreuzstetten";"AT";"Europe";"Western Europe";NA;NA;1499;NA;"Municipality";"1997";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4133";"Kreuzstetten, Austria";16,4741689;48,4805528
"Lembach";"Lembach";"AT";"Europe";"Western Europe";NA;NA;1500;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4134";"Lembach, Austria";13,8937188;48,4956684
"Pfarrkirchen";"Pfarrkirchen";"AT";"Europe";"Western Europe";NA;NA;1500;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4135";"Pfarrkirchen, Austria";13,8269644;48,503213
"Stroheim";"Stroheim";"AT";"Europe";"Western Europe";NA;NA;1500;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4136";"Stroheim, Austria";13,9572227;48,339136
"Tumeltsham";"Tumeltsham";"AT";"Europe";"Western Europe";NA;NA;1500;NA;"Municipality";"2008";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4137";"Tumeltsham, Austria";13,5014174;48,2306037
"Montan/Montagna";"Montan/Montagna";"IT";"Europe";"Southern Europe";NA;NA;1500;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4138";"Montan/Montagna, Italy";11,3041374;46,3309953
"Mühlwald/Selva dei Molini";"Mühlwald/Selva dei Molini";"IT";"Europe";"Southern Europe";NA;NA;1500;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4139";"Mühlwald/Selva dei Molini, Italy";11,8629481;46,8898029
"St. Koloman";"St. Koloman";"AT";"Europe";"Western Europe";NA;NA;1501;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4140";"St. Koloman, Austria";13,203615;47,6426309
"Weyregg am Attersee";"Weyregg am Attersee";"AT";"Europe";"Western Europe";NA;NA;1503;NA;"Municipality";"2009";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4141";"Weyregg am Attersee, Austria";13,5723965;47,902887
"Großwarasdorf";"Großwarasdorf";"AT";"Europe";"Western Europe";NA;NA;1506;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4142";"Großwarasdorf, Austria";16,5527868;47,5386877
"Schenkenfelden";"Schenkenfelden";"AT";"Europe";"Western Europe";NA;NA;1507;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4143";"Schenkenfelden, Austria";14,362984;48,5026554
"Wernstein am Inn";"Wernstein am Inn";"AT";"Europe";"Western Europe";NA;NA;1518;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4144";"Wernstein am Inn, Austria";13,4605087;48,5086812
"Grossmugl";"Grossmugl";"AT";"Europe";"Western Europe";NA;NA;1519;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4145";"Grossmugl, Austria";16,2268029;48,5026806
"Weitendorf";"Weitendorf";"AT";"Europe";"Western Europe";NA;NA;1519;NA;"Municipality";"2011";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4146";"Weitendorf, Austria";15,4656705;46,8972234
"Kollerschlag";"Kollerschlag";"AT";"Europe";"Western Europe";NA;NA;1520;NA;"Municipality";"2011";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4147";"Kollerschlag, Austria";13,8407823;48,6038978
"Moosbrunn";"Moosbrunn";"AT";"Europe";"Western Europe";NA;NA;1522;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4148";"Moosbrunn, Austria";16,4624564;48,0195176
"Bad Großpertholz";"Bad Großpertholz";"AT";"Europe";"Western Europe";NA;NA;1526;NA;"Municipality";"1997";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4149";"Bad Großpertholz, Austria";14,8260347;48,62969
"Freinberg";"Freinberg";"AT";"Europe";"Western Europe";NA;NA;1527;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4150";"Freinberg, Austria";13,5142435;48,5662199
"Niederhollabrunn";"Niederhollabrunn";"AT";"Europe";"Western Europe";NA;NA;1528;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4151";"Niederhollabrunn, Austria";16,3113824;48,4493916
"Ottendorf an der Rittschein";"Ottendorf an der Rittschein";"AT";"Europe";"Western Europe";NA;NA;1530;NA;"Municipality";"1999";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4152";"Ottendorf an der Rittschein, Austria";15,8973913;47,0472786
"Brandenberg";"Brandenberg";"AT";"Europe";"Western Europe";NA;NA;1533;NA;"Municipality";"2015";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4153";"Brandenberg, Austria";11,896169;47,4906621
"Ascha";"Ascha";"DE";"Europe";"Western Europe";NA;NA;1534;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Germany";"A4154";"Ascha, Germany";12,6374411;48,9975334
"Texingtal";"Texingtal";"AT";"Europe";"Western Europe";NA;NA;1538;NA;"Municipality";"1999";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4155";"Texingtal, Austria";15,32564;48,04884
"Moosdorf";"Moosdorf";"AT";"Europe";"Western Europe";NA;NA;1544;NA;"Municipality";"2012";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4156";"Moosdorf, Austria";12,9893725;48,0447197
"Lac de la Haute Sûre";"Lac de la Haute Sûre";"LU";"Europe";"Western Europe";NA;NA;1545;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Luxembourg";"A4157";"Lac de la Haute Sûre, Luxembourg";5,8527438;49,9226663
"Tényő";"Tényő";"HU";"Europe";"Eastern Europe";NA;NA;1562;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Hungary";"A4158";"Tényő, Hungary";17,6490009;47,5407376
"Nussdorf ob der Traisen";"Nussdorf ob der Traisen";"AT";"Europe";"Western Europe";NA;NA;1563;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4159";"Nussdorf ob der Traisen, Austria";15,6974462;48,3540142
"Pulkau";"Pulkau";"AT";"Europe";"Western Europe";NA;NA;1568;NA;"Municipality";"2004";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4160";"Pulkau, Austria";15,8607615;48,7053978
"Feulen";"Feulen";"LU";"Europe";"Western Europe";NA;NA;1574;NA;"Municipality";"1997";NA;"Climate Alliance";"03241";"Municipality";"Luxembourg";"A4161";"Feulen, Luxembourg";6,0411998;49,8560492
"Hagenbrunn";"Hagenbrunn";"AT";"Europe";"Western Europe";NA;NA;1575;NA;"Municipality";"1999";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4162";"Hagenbrunn, Austria";16,4060541;48,3324883
"Putzleinsdorf";"Putzleinsdorf";"AT";"Europe";"Western Europe";NA;NA;1585;NA;"Municipality";"2001";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4163";"Putzleinsdorf, Austria";13,8740607;48,51634
"Karlstein an der Thaya";"Karlstein an der Thaya";"AT";"Europe";"Western Europe";NA;NA;1586;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4164";"Karlstein an der Thaya, Austria";15,4045163;48,8824472
"Diersbach";"Diersbach";"AT";"Europe";"Western Europe";NA;NA;1591;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4165";"Diersbach, Austria";13,5718146;48,4134258
"Schwarzenau";"Schwarzenau";"AT";"Europe";"Western Europe";NA;NA;1591;NA;"Municipality";"2000";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4166";"Schwarzenau, Austria";15,2595007;48,7430802
"Winklarn";"Winklarn";"AT";"Europe";"Western Europe";NA;NA;1594;NA;"Municipality";"2003";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4167";"Winklarn, Austria";14,8482152;48,0916652
"Gießhübl";"Gießhübl";"AT";"Europe";"Western Europe";NA;NA;1597;NA;"Municipality";"1999";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4168";"Gießhübl, Austria";16,2428372;48,097286
"Turnau";"Turnau";"AT";"Europe";"Western Europe";NA;NA;1599;NA;"Municipality";"1997";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4169";"Turnau, Austria";15,3379161;47,5580507
"Wiesmath";"Wiesmath";"AT";"Europe";"Western Europe";NA;NA;1599;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4170";"Wiesmath, Austria";16,2878146;47,6164491
"Felsőőrs";"Felsőőrs";"HU";"Europe";"Eastern Europe";NA;NA;1599;NA;"Municipality";"2010";NA;"Climate Alliance";"03241";"Municipality";"Hungary";"A4171";"Felsőőrs, Hungary";17,9528849;47,014529
"Adlwang";"Adlwang";"AT";"Europe";"Western Europe";NA;NA;1600;NA;"Municipality";"2002";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4172";"Adlwang, Austria";14,2167646;47,9922947
"Maria Neustift";"Maria Neustift";"AT";"Europe";"Western Europe";NA;NA;1600;NA;"Municipality";"2006";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4173";"Maria Neustift, Austria";14,6071285;47,9369057
"Oberhofen im Inntal";"Oberhofen im Inntal";"AT";"Europe";"Western Europe";NA;NA;1600;NA;"Municipality";"2007";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4174";"Oberhofen im Inntal, Austria";11,096002;47,3027654
"Weibern";"Weibern";"AT";"Europe";"Western Europe";NA;NA;1600;NA;"Municipality";"2005";NA;"Climate Alliance";"03241";"Municipality";"Austria";"A4175";"Weibern, Austria";13,6969517;48,1831734
"Nals/Nalles";"Nals/Nalles";"IT";"Europe";"Southern Europe";NA;NA;1600;NA;"Municipality";"1999";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4176";"Nals/Nalles, Italy";11,2029555;46,5428204
"St. Pankraz/San Pancrazio";"St. Pankraz/San Pancrazio";"IT";"Europe";"Southern Europe";NA;NA;1600;NA;"Municipality";"1998";NA;"Climate Alliance";"03241";"Municipality";"Italy";"A4177";"St. Pankraz/San Pancrazio, Italy";11,0612836;46,5708856
