"Name";"timezone.gmtOffset";"timezone.timeZoneId";"timezone.dstOffset";"bbox.east";"bbox.south";"bbox.north";"bbox.west";"bbox.accuracyLevel";"asciiName";"astergdem";"countryId";"fcl";"srtm3";"score";"adminId2";"adminId3";"countryCode";"adminCodes1.ISO3166_2";"adminId1";"lat";"fcode";"continentCode";"adminCode2";"adminCode3";"adminCode1";"lng";"geonameId";"toponymName";"population";"adminName5";"adminName4";"adminName3";"alternateNames.name";"alternateNames.lang";"alternateNames.isPreferredName";"adminName2";"name";"fclName";"countryName";"fcodeName";"adminName1";"adminCodes2.ISO3166_2";"elevation";"adminId4";"adminCode4";"alternateNames.isHistoric";"alternateNames.isShortName";"adminId5";"adminCode5";"cc2"
"Dubrovnik";"1";"Europe/Zagreb";"2";"18.1384173676257";"42.6196839879042";"42.6628160120958";"18.0797626323743";"2";"Dubrovnik";"7";"3202326";"P";"-32768";"147.436935424805";"7577034";NA;"HR";"19";"3337513";"42.64125";"PPLA";"EU";"7577034";NA;"03";"18.10909";"3201047";"Dubrovnik";"28428";"";"";"";"Дуброўнік";"be";"TRUE";"Grad Dubrovnik";"Dubrovnik";"city, village,...";"Croatia";"seat of a first-order administrative division";"Dubrovačko-Neretvanska";NA;NA;NA;NA;"TRUE";NA;NA;NA;NA
"Duisburg";"1";"Europe/Berlin";"2";"6.80390893112331";"51.3903059919448";"51.4474478115005";"6.71904162381581";"10";"Duisburg";"35";"2921044";"P";"38";"149.684188842773";"2934245";"3231901";"DE";"NW";"2861876";"51.43247";"PPLA3";"EU";"051";"05112";"07";"6.76516";"2934691";"Duisburg";"504358";"";"Duisburg";"Kreisfreie Stadt Duisburg";"Duisburg";"af";"TRUE";"Düsseldorf District";"Duisburg";"city, village,...";"Germany";"seat of a third-order administrative division";"North Rhine-Westphalia";NA;NA;"6553023";"05112000";NA;NA;NA;NA;NA
"Dundee";"0";"Europe/London";"1";"-2.83760937290963";"56.4509751850633";"56.5023580930861";"-3.07338923507818";"10";"Dundee";"88";"2635167";"P";"77";"122.064102172852";"3333225";NA;"GB";"SCT";"2638360";"56.46913";"PPLA2";"EU";"U3";NA;"SCT";"-2.97489";"2650752";"Dundee";"147710";"";"";"";"دندي";"ar";"TRUE";"Dundee City";"Dundee";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"Scotland";"DND";NA;NA;NA;NA;NA;NA;NA;NA
"Dunkerque";"1";"Europe/Paris";"2";"2.43196092916624";"50.9984335492391";"51.067515076104";"2.32202924417361";"2";"Dunkerque";"6";"3017382";"P";"10";"106.664855957031";"2990129";"3020685";"FR";"HDF";"11071624";"51.03297";"PPLA3";"EU";"59";"594";"32";"2.377";"3020686";"Dunkerque";"71287";"";"Dunkerque";"Dunkerque";"Duinkerken";"af";"TRUE";"North";"Dunkirk";"city, village,...";"France";"seat of a third-order administrative division";"Hauts-de-France";"59";NA;"6614519";"59183";NA;NA;NA;NA;NA
"Dún Laoghaire";"0";"Europe/Dublin";"1";"-6.1005588313568";"53.27285964878";"53.315043600622";"-6.1711696842682";"2";"Dun Laoghaire";"28";"2963597";"P";"16";"119.356864929199";"6941716";NA;"IE";"L";"7521314";"53.29395";"PPL";"EU";"34";NA;"L";"-6.13586";"2964506";"Dún Laoghaire";"26525";"";"";"";"Dún Laoghaire";"br";"TRUE";"Dún Laoghaire-Rathdown";"Dún Laoghaire";"city, village,...";"Ireland";"populated place";"Leinster";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dusseldorf";"1";"Europe/Berlin";"2";"6.93996535389465";"51.1244765834981";"51.3514462312234";"6.68982263881138";"10";"Duesseldorf";"43";"2921044";"P";"45";"206.750015258789";"2934245";"3231903";"DE";"NW";"2861876";"51.22172";"PPLA";"EU";"051";"05111";"07";"6.77616";"2934246";"Düsseldorf";"573057";"";"Düsseldorf";"Kreisfreie Stadt Düsseldorf";"Düsseldorf";"af";"TRUE";"Düsseldorf District";"Düsseldorf";"city, village,...";"Germany";"seat of a first-order administrative division";"North Rhine-Westphalia";NA;NA;"6553022";"05111000";NA;NA;NA;NA;NA
"Eberswalde";"1";"Europe/Berlin";"2";"13.8538681653602";"52.8181330191907";"52.8662603721689";"13.7127909388866";"10";"Eberswalde";"19";"2921044";"P";"14";"93.4245071411133";NA;"3249079";"DE";"BB";"2945356";"52.83492";"PPLA3";"EU";"00";"12060";"11";"13.81951";"2933882";"Eberswalde";"41980";"";"Eberswalde";"Landkreis Barnim";"ابرس والده";"ar";NA;"";"Eberswalde";"city, village,...";"Germany";"seat of a third-order administrative division";"Brandenburg";NA;NA;"6550585";"12060052";NA;NA;NA;NA;NA
"Echirolles";"1";"Europe/Paris";"2";"5.7475489129922";"45.1226688151256";"45.1694011848743";"5.6812630870078";"2";"Echirolles";"227";"3017382";"P";"-32768";"171.70768737793";"3012715";"3014727";"FR";"ARA";"11071625";"45.14603";"PPL";"EU";"38";"381";"84";"5.71441";"3020495";"Échirolles";"33088";"";"Échirolles";"Grenoble";"اشيرول";"ar";"TRUE";"Isère";"Échirolles";"city, village,...";"France";"populated place";"Auvergne-Rhône-Alpes";"38";NA;"6433192";"38151";NA;NA;NA;NA;NA
"Edinburgh";"0";"Europe/London";"1";"-3.07777609278643";"55.8740681992207";"55.991424985967";"-3.35832425980917";"10";"Edinburgh";"69";"2635167";"P";"66";"188.558822631836";"3333229";NA;"GB";"SCT";"2638360";"55.95206";"PPLA";"EU";"U8";NA;"SCT";"-3.19648";"2650225";"Edinburgh";"464990";"";"";"";"Edinburg";"af";"TRUE";"Edinburgh";"Edinburgh";"city, village,...";"United Kingdom";"seat of a first-order administrative division";"Scotland";"EDH";NA;NA;NA;NA;NA;NA;NA;NA
"Eger";"1";"Europe/Budapest";"2";"20.4193006344431";"47.8718206012673";"47.9334779507045";"20.3272737674123";"2";"Eger";"175";"719819";"P";"168";"159.439895629883";NA;NA;"HU";"HE";"720002";"47.90265";"PPLA";"EU";NA;NA;"11";"20.37329";"721239";"Eger";"56647";"";"";"";"Эгер";"be";"TRUE";"";"Eger";"city, village,...";"Hungary";"seat of a first-order administrative division";"Heves";NA;NA;NA;NA;"TRUE";NA;NA;NA;NA
"Eindhoven";"1";"Europe/Amsterdam";"2";"5.57306473551511";"51.3815158125491";"51.5001501874509";"5.38249126448489";"2";"Eindhoven";"14";"2750405";"P";"22";"263.772979736328";"2756252";NA;"NL";"NB";"2749990";"51.44083";"PPL";"EU";"0772";NA;"06";"5.47778";"2756253";"Eindhoven";"209620";"";"";"";"آيندهوفن";"ar";NA;"Gemeente Eindhoven";"Eindhoven";"city, village,...";"Netherlands";"populated place";"North Brabant";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Enguera";"1";"Europe/Madrid";"2";"-0.675255178564856";"38.9707433512489";"38.9887306487511";"-0.698396821435145";"2";"Enguera";"313";"2510769";"P";"315";"104.840202331543";"2509951";"6361983";"ES";"VC";"2593113";"38.97974";"PPLA3";"EU";"V";"46118";"60";"-0.68683";"2518011";"Enguera";"5484";"";"";"Enguera";"Ènguera";"ca";"TRUE";"Valencia";"Enguera";"city, village,...";"Spain";"seat of a third-order administrative division";"Valencia";"V";NA;NA;NA;NA;NA;NA;NA;NA
"Enna";"1";"Europe/Rome";"2";"14.3061089403314";"37.5420159239357";"37.5704907547055";"14.2630541140502";"10";"Enna";"933";"3175395";"P";"935";"115.719573974609";"2524818";"6541871";"IT";"82";"2523119";"37.5655";"PPLA2";"EU";"EN";"086009";"15";"14.27433";"2524819";"Enna";"22998";"";"";"Enna";"Ена";"bg";NA;"Province of Enna";"Enna";"city, village,...";"Italy";"seat of a second-order administrative division";"Sicily";"EN";"931";NA;NA;NA;NA;NA;NA;NA
"Espinho";"0";"Europe/Lisbon";"1";"-8.61027592945661";"40.9842618151256";"41.0309941848743";"-8.67222607054339";"2";"Espinho";"26";"2264397";"P";"19";"108.117462158203";"8010419";"8010766";"PT";"01";"2742610";"41.00763";"PPLA2";"EU";"0107";"010702";"02";"-8.64125";"2739868";"Espinho";"32786";"";"";"Espinho";"Espinho";"de";NA;"Espinho Municipality";"Espinho";"city, village,...";"Portugal";"seat of a second-order administrative division";"Aveiro";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Essen";"1";"Europe/Berlin";"2";"7.17303495846507";"51.3566230833081";"51.5565169166919";"6.85152904153493";"2";"Essen";"80";"2921044";"P";"83";"240.216613769531";"2934245";"3231904";"DE";"NW";"2861876";"51.45657";"PPLA3";"EU";"051";"05113";"07";"7.01228";"2928810";"Essen";"593085";"";"Essen";"Kreisfreie Stadt Essen";"إسن";"ar";NA;"Düsseldorf District";"Essen";"city, village,...";"Germany";"seat of a third-order administrative division";"North Rhine-Westphalia";NA;NA;"6553024";"05113000";NA;NA;NA;NA;NA
"Esztergom";"1";"Europe/Budapest";"2";"18.7735905126897";"47.7712339879042";"47.8143660120958";"18.7093614873103";"2";"Esztergom";"121";"719819";"P";"110";"121.466079711914";NA;NA;"HU";"KE";"3049518";"47.7928";"PPLA2";"EU";NA;NA;"12";"18.74148";"3053163";"Esztergom";"28785";"";"";"";"Esztergom";"ca";"TRUE";"";"Esztergom";"city, village,...";"Hungary";"seat of a second-order administrative division";"Komárom-Esztergom";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Faenza";"1";"Europe/Rome";"2";"11.9148913674766";"44.2741520180385";"44.3324620871532";"11.8491041855922";"10";"Faenza";"38";"3175395";"P";"41";"123.487518310547";"3169560";"6540434";"IT";"45";"3177401";"44.29007";"PPLA3";"EU";"RA";"039010";"05";"11.87948";"3177300";"Faenza";"41714";"";"";"Faenza";"Faenza";"ca";NA;"Provincia di Ravenna";"Faenza";"city, village,...";"Italy";"seat of a third-order administrative division";"Emilia-Romagna";"RA";"35";NA;NA;NA;NA;NA;NA;NA
"Fermo";"1";"Europe/Rome";"2";"13.7612949918883";"43.1478959986612";"43.1781745717357";"13.693886226035";"10";"Fermo";"223";"3175395";"P";"227";"122.887557983398";"6955471";"6541874";"IT";"57";"3174004";"43.16296";"PPLA2";"EU";"FM";"109006";"10";"13.72274";"3177099";"Fermo";"18109";"";"";"Fermo";"Fermo";"ca";NA;"Province of Fermo";"Fermo";"city, village,...";"Italy";"seat of a second-order administrative division";"The Marches";"FM";"319";NA;NA;NA;NA;NA;NA;NA
"Firenze";"1";"Europe/Rome";"2";"11.3311324231126";"43.7270067722973";"43.8247191060446";"11.154076443108";"10";"Florence";"41";"3175395";"P";"51";"135.557678222656";"3176958";"6542285";"IT";"52";"3165361";"43.77925";"PPLA";"EU";"FI";"048017";"16";"11.24626";"3176959";"Florence";"349296";"";"";"Florence";"Florence";"af";"TRUE";"Florence";"Florence";"city, village,...";"Italy";"seat of a first-order administrative division";"Tuscany";"FI";"50";NA;NA;NA;NA;NA;NA;NA
"Forli";"1";"Europe/Rome";"2";"12.0956642966672";"44.1703696650329";"44.2639478393067";"11.9903381456904";"10";"Forli";"39";"3175395";"P";"36";"168.619140625";"3176745";"6540126";"IT";"45";"3177401";"44.22177";"PPLA2";"EU";"FC";"040012";"05";"12.04144";"3176746";"Forlì";"93638";"";"";"Forlì";"Форли";"bg";NA;"Province of Forlì-Cesena";"Forlì";"city, village,...";"Italy";"seat of a second-order administrative division";"Emilia-Romagna";"FC";"34";NA;NA;NA;NA;NA;NA;NA
"Formigine";"1";"Europe/Rome";"2";"10.8699456898048";"44.5555669422926";"44.6009920556322";"10.8143826726323";"10";"Formigine";"97";"3175395";"P";"82";"131.525283813477";"3173330";"6538453";"IT";"45";"3177401";"44.57268";"PPLA3";"EU";"MO";"036015";"05";"10.84737";"3176733";"Formigine";"26324";"";"";"Formigine";"Formigine";"en";NA;"Province of Modena";"Formigine";"city, village,...";"Italy";"seat of a third-order administrative division";"Emilia-Romagna";"MO";"82";NA;NA;NA;NA;NA;NA;NA
"Frankfurt";"1";"Europe/Berlin";"2";"8.80038192361686";"50.0152488338247";"50.2271295064786";"8.47276066855846";"10";"Frankfurt am Main";"119";"2921044";"P";"113";"208.790710449219";"2938912";"3220968";"DE";"HE";"2905330";"50.11552";"PPLA3";"EU";"064";"06412";"05";"8.68417";"2925533";"Frankfurt am Main";"650000";"Innenstadt I";"Frankfurt";"Frankfurt";"Frankfurt am Main";"af";"TRUE";"Regierungsbezirk Darmstadt";"Frankfurt am Main";"city, village,...";"Germany";"seat of a third-order administrative division";"Hesse";NA;NA;"6553153";"06412000";NA;"TRUE";"6946225";"01";NA
"Freiberg";"1";"Europe/Berlin";"2";"13.3771589954308";"50.8965063492386";"50.9396923049489";"13.3113275998815";"10";"Freiberg";"413";"2921044";"P";"412";"103.677917480469";NA;"2925190";"DE";"SN";"2842566";"50.91089";"PPLA3";"EU";"00";"14522";"13";"13.33881";"2925192";"Freiberg";"43670";"";"Freiberg";"Landkreis Mittelsachsen";"فرايبرغ";"ar";NA;"";"Freiberg";"city, village,...";"Germany";"seat of a third-order administrative division";"Saxony";NA;NA;"6550757";"14522180";NA;NA;NA;NA;NA
"Fundão";"0";"Europe/Lisbon";"1";"-7.48470726434688";"40.127528059961";"40.152965940039";"-7.51798873565312";"2";"Fundao";"491";"2264397";"P";"482";"48.5427207946777";"2739186";"8011694";"PT";"05";"2269513";"40.14025";"PPLA2";"EU";"0504";"050417";"06";"-7.50135";"2739187";"Fundão";"9725";"";"";"Fundão";"PTFUA";"unlc";NA;"Fundão Municipality";"Fundão";"city, village,...";"Portugal";"seat of a second-order administrative division";"Castelo Branco";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Galati";"2";"Europe/Bucharest";"3";"28.1507145584857";"45.3664835650912";"45.5072564349088";"27.9498454415143";"2";"Galati";"34";"798549";"P";"-32768";"231.110870361328";"8334672";NA;"RO";"GL";"677692";"45.43687";"PPLA";"EU";"75098";NA;"18";"28.05028";"677697";"Galaţi";"294087";"";"";"";"غالاتس";"ar";"TRUE";"Municipiul Galaţi";"Galati";"city, village,...";"Romania";"seat of a first-order administrative division";"Galaţi";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gateshead";"0";"Europe/London";"1";"-1.51835897915156";"54.9132127903262";"54.9699590715146";"-1.68453158239555";"10";"Gateshead";"62";"2635167";"P";"53";"135.171630859375";"2648772";NA;"GB";"ENG";"6269131";"54.96209";"PPLA2";"EU";"E5";NA;"ENG";"-1.60168";"2648773";"Gateshead";"77649";"";"";"";"جيتشيد";"ar";NA;"Gateshead";"Gateshead";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"GAT";NA;NA;NA;NA;NA;NA;NA;NA
"Gävle";"1";"Europe/Stockholm";"2";"17.2988672338791";"60.6384225435246";"60.7370043872267";"17.0532314401733";"10";"Gaevle";"11";"2661886";"P";"-32768";"170.022247314453";"2712409";NA;"SE";"X";"2712411";"60.67452";"PPLA";"EU";"2180";NA;"03";"17.14174";"2712414";"Gävle";"74884";"";"";"";"يفله";"ar";"TRUE";"Gävle Municipality";"Gävle";"city, village,...";"Sweden";"seat of a first-order administrative division";"Gävleborg";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gdansk";"1";"Europe/Warsaw";"2";"18.8006451692877";"54.2641505985327";"54.4403894014673";"18.4975948307123";"2";"Gdansk";"19";"798544";"P";"-32768";"268.827819824219";"7531002";"7531890";"PL";"22";"3337496";"54.35227";"PPLA";"EU";"2261";"226101";"82";"18.64912";"3099434";"Gdańsk";"461865";"";"";"Gdańsk";"Gdansk";"af";"TRUE";"Gdańsk";"Gdańsk";"city, village,...";"Poland";"seat of a first-order administrative division";"Pomerania";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gdynia";"1";"Europe/Warsaw";"2";"18.6445926069284";"54.4535693669985";"54.5842096612057";"18.4191586137748";"2";"Gdynia";"33";"798544";"P";"14";"144.500793457031";"7530943";"7531607";"PL";"22";"3337496";"54.51889";"PPL";"EU";"2262";"226201";"82";"18.53188";"3099424";"Gdynia";"253730";"";"";"Gdynia";"غدينيا";"ar";NA;"Gdynia";"Gdynia";"city, village,...";"Poland";"populated place";"Pomerania";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gela";"1";"Europe/Rome";"2";"14.2667471808119";"37.060705180098";"37.0956496278852";"14.2024422206684";"10";"Gela";"35";"3175395";"P";"33";"133.749389648438";"2525447";"6541964";"IT";"82";"2523119";"37.07381";"PPLA3";"EU";"CL";"085007";"15";"14.24038";"2524653";"Gela";"73854";"";"";"Gela";"Джела";"bg";NA;"Province of Caltanissetta";"Gela";"city, village,...";"Italy";"seat of a third-order administrative division";"Sicily";"CL";"46";NA;NA;NA;NA;NA;NA;NA
"Gelsenkirchen";"1";"Europe/Berlin";"2";"7.10794888894779";"51.4937427591825";"51.5155948801032";"7.08260116285774";"10";"Gelsenkirchen";"42";"2921044";"P";"48";"140.982086181641";"2867539";"3247439";"DE";"NW";"2861876";"51.50508";"PPLA3";"EU";"055";"05513";"07";"7.09654";"2921466";"Gelsenkirchen";"270028";"";"Gelsenkirchen";"Kreisfreie Stadt Gelsenkirchen";"غيلسنكيرشن";"ar";NA;"Regierungsbezirk Münster";"Gelsenkirchen";"city, village,...";"Germany";"seat of a third-order administrative division";"North Rhine-Westphalia";NA;NA;"6553086";"05513000";NA;NA;NA;NA;NA
"Genoa";"1";"Europe/Rome";"2";"9.06557947163405";"44.3790797354924";"44.5149068104853";"8.71609658291938";"10";"Genoa";"26";"3175395";"P";"17";"151.453750610352";"3176217";"6542282";"IT";"42";"3174725";"44.40478";"PPLA";"EU";"GE";"010025";"08";"8.94439";"3176219";"Genoa";"580223";"";"";"Genoa";"Genua";"af";NA;"Provincia di Genova";"Genoa";"city, village,...";"Italy";"seat of a first-order administrative division";"Liguria";"GE";"19";NA;NA;NA;NA;NA;NA;NA
"Ghent";"1";"Europe/Brussels";"2";"3.81591844262197";"50.9876901736684";"51.1123098263316";"3.61741495737804";"2";"Gent";"8";"2802361";"P";"10";"181.570419311523";"2789733";"2797655";"BE";"VLG";"3337388";"51.05";"PPL";"EU";"VOV";"44";"VLG";"3.71667";"2797656";"Gent";"231493";"";"Gent";"Arrondissement of Ghent";"Gent";"af";NA;"East Flanders Province";"Ghent";"city, village,...";"Belgium";"populated place";"Flanders";"VOV";NA;"2797657";"44021";NA;NA;NA;NA;NA
"Gheorgheni";"2";"Europe/Bucharest";"3";"25.62679517907";"46.7049302533347";"46.7409048483404";"25.5743004019847";"2";"Gheorgheni";"811";"798549";"P";"816";"71.1347579956055";"8334611";NA;"RO";"HR";"676309";"46.72292";"PPLA2";"EU";"83561";NA;"20";"25.60055";"677458";"Gheorgheni";"19777";"";"";"";"گئورگه";"fa";NA;"Municipiul Gheorgheni";"Gheorgheni";"city, village,...";"Romania";"seat of a second-order administrative division";"Harghita";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gijon";"1";"Europe/Madrid";"2";"-5.56713470717975";"43.4673851866195";"43.6040768133805";"-5.75590329282025";"2";"Gijon";"31";"2510769";"P";"22";"171.462280273438";"6355236";"6359929";"ES";"AS";"3114710";"43.53573";"PPLA3";"EU";"O";"33024";"34";"-5.66152";"3121424";"Gijón";"277554";"";"";"Gijón";"Xixón";"an";"TRUE";"Asturias";"Gijón";"city, village,...";"Spain";"seat of a third-order administrative division";"Asturias";"O";NA;NA;NA;NA;NA;NA;NA;NA
"Girona";"1";"Europe/Madrid";"2";"2.8790770338294";"41.9428921980878";"42.0233338379866";"2.77079240815668";"2";"Girona";"73";"2510769";"P";"81";"177.205505371094";"6355230";"6534067";"ES";"CT";"3336901";"41.98311";"PPLA2";"EU";"GI";"17079";"56";"2.82493";"3121456";"Girona";"96188";"";"";"Girona";"Girona";"ca";"TRUE";"Girona";"Girona";"city, village,...";"Spain";"seat of a second-order administrative division";"Catalonia";"GI";NA;NA;NA;NA;NA;NA;NA;NA
"Glasgow";"0";"Europe/London";"1";"-4.09136193976661";"55.7938748957393";"55.9210705758471";"-4.4014546306783";"10";"Glasgow";"26";"2635167";"P";"40";"191.521209716797";"3333231";NA;"GB";"SCT";"2638360";"55.86515";"PPLA2";"EU";"V2";NA;"SCT";"-4.25763";"2648579";"Glasgow";"591620";"";"";"";"ግላዝጎ";"am";"TRUE";"Glasgow City";"Glasgow";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"Scotland";"GLG";NA;NA;NA;NA;NA;NA;NA;NA
"Gliwice";"1";"Europe/Warsaw";"2";"18.767116846525";"50.2398492450286";"50.3553747549715";"18.586049153475";"2";"Gliwice";"239";"798544";"P";"219";"141.126953125";"7530857";"7532030";"PL";"24";"3337497";"50.29761";"PPLA3";"EU";"2466";"246601";"83";"18.67658";"3099230";"Gliwice";"198835";"";"";"Gliwice";"غليفيتسه";"ar";NA;"Gliwice";"Gliwice";"city, village,...";"Poland";"seat of a third-order administrative division";"Silesia";NA;"200";NA;NA;NA;NA;NA;NA;NA
"Gondomar";"0";"Europe/Lisbon";"1";"-8.50358143759307";"41.1229699879042";"41.1661020120958";"-8.56087656240693";"2";"Gondomar";"119";"2264397";"P";"116";"89.7855758666992";"8010580";"8012716";"PT";"13";"2735941";"41.14454";"PPLA2";"EU";"1304";"130409";"17";"-8.53223";"2738925";"Gondomar";"27691";"";"";"Gondomar (São Cosme)";"https://en.wikipedia.org/wiki/Gondomar,_Portugal";"link";NA;"Gondomar Municipality";"Gondomar";"city, village,...";"Portugal";"seat of a second-order administrative division";"Porto";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gothenburg";"1";"Europe/Stockholm";"2";"12.1801680532116";"57.4662868846998";"57.8182911247289";"11.8044951771401";"10";"Goeteborg";"28";"2661886";"P";"10";"160.157867431641";"2711533";NA;"SE";"O";"3337386";"57.70716";"PPLA";"EU";"1480";NA;"28";"11.96679";"2711537";"Göteborg";"572799";"";"";"";"Gotenburg";"af";"TRUE";"Gothenburg Municipality";"Gothenburg";"city, village,...";"Sweden";"seat of a first-order administrative division";"Västra Götaland";NA;NA;NA;NA;NA;"TRUE";NA;NA;NA
"Granada";"1";"Europe/Madrid";"2";"-3.52778123113221";"37.125373652117";"37.2509631221467";"-3.68555857447081";"2";"Granada";"693";"2510769";"P";"689";"173.664672851562";"2517115";"6357709";"ES";"AN";"2593109";"37.18817";"PPLA2";"EU";"GR";"18087";"51";"-3.60667";"2517117";"Granada";"234325";"";"";"Granada";"ግራናዳ";"am";"TRUE";"Granada";"Granada";"city, village,...";"Spain";"seat of a second-order administrative division";"Andalusia";"GR";NA;NA;NA;NA;NA;NA;NA;NA
"Graz";"1";"Europe/Vienna";"2";"15.5739273308944";"46.8876636880216";"47.1466699537237";"15.3633758066386";"10";"Graz";"376";"2782113";"P";"363";"297.260620117188";"2778058";"7871499";"AT";"6";"2764581";"47.06667";"PPLA";"EU";"601";"60101";"06";"15.45";"2778067";"Graz";"222326";"";"";"Graz";"Graz";"af";NA;"Graz Stadt";"Graz";"city, village,...";"Austria";"seat of a first-order administrative division";"Styria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grenoble";"1";"Europe/Paris";"2";"5.78814927923885";"45.1270204213265";"45.2303495786735";"5.64142872076115";"2";"Grenoble";"220";"3017382";"P";"-32768";"135.218276977539";"3012715";"3014727";"FR";"ARA";"11071625";"45.17869";"PPLA2";"EU";"38";"381";"84";"5.71479";"3014728";"Grenoble";"158552";"";"Grenoble";"Grenoble";"Grenoble";"af";"TRUE";"Isère";"Grenoble";"city, village,...";"France";"seat of a second-order administrative division";"Auvergne-Rhône-Alpes";"38";"218";"6454071";"38185";NA;NA;NA;NA;NA
"Guadalajara";"1";"Europe/Madrid";"2";"-3.11260394521634";"40.5912675713333";"40.6659744286667";"-3.21109405478366";"2";"Guadalajara";"721";"2510769";"P";"722";"147.053039550781";"3121069";"6357912";"ES";"CM";"2593111";"40.62862";"PPLA2";"EU";"GU";"19130";"54";"-3.16185";"3121070";"Guadalajara";"83039";"";"";"Guadalajara";"Guadalajara";"ca";NA;"Guadalajara";"Guadalajara";"city, village,...";"Spain";"seat of a second-order administrative division";"Castille-La Mancha";"GU";NA;NA;NA;NA;NA;NA;NA;NA
"Haidari";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Halle (Saale)";"1";"Europe/Berlin";"2";"12.007894073906";"51.468243745072";"51.4972081039573";"11.9553315657913";"10";"Halle (Saale)";"120";"2921044";"P";"114";"158.693374633789";NA;"2911516";"DE";"ST";"2842565";"51.48158";"PPL";"EU";"00";"15002";"14";"11.97947";"2911522";"Halle (Saale)";"234107";"";"Halle (Saale)";"Kreisfreie Stadt Halle";"هاله";"ar";NA;"";"Halle";"city, village,...";"Germany";"populated place";"Saxony-Anhalt";NA;NA;"6551220";"15002000";NA;"TRUE";NA;NA;"DE"
"Hamburg";"1";"Europe/Berlin";"2";"10.3252771868076";"53.3950850851077";"53.7394373035885";"9.73013085948167";"10";"Hamburg";"16";"2921044";"P";"-32768";"241.53987121582";NA;"6547395";"DE";"HH";"2911297";"53.55073";"PPLA";"EU";"00";"02000";"04";"9.99302";"2911298";"Hamburg";"1739117";"";"Hamburg";"Hamburg, Freie und Hansestadt";"HH";"abbr";"TRUE";"";"Hamburg";"city, village,...";"Germany";"seat of a first-order administrative division";"Hamburg";NA;NA;"7602585";"02000000";NA;NA;NA;NA;NA
"Heerlen";"1";"Europe/Amsterdam";"2";"6.0441387280524";"50.8441915675737";"50.9231105150802";"5.91894263181088";"2";"Heerlen";"115";"2750405";"P";"114";"200.497619628906";"2754651";NA;"NL";"LI";"2751596";"50.88365";"PPL";"EU";"0917";NA;"05";"5.98154";"2754652";"Heerlen";"93084";"";"";"";"Хеерлен";"bg";NA;"Gemeente Heerlen";"Heerlen";"city, village,...";"Netherlands";"populated place";"Limburg";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Helsinki";"2";"Europe/Helsinki";"3";"25.2544966694473";"59.9224932382087";"60.2978394114548";"24.7828055582813";"10";"Helsinki";"17";"660013";"P";"-32768";"304.191711425781";"9610677";"658226";"FI";"18";"830709";"60.16952";"PPLC";"EU";"011";"091";"01";"24.93545";"658225";"Helsinki";"558457";"";"";"Helsinki";"Hèlsinki";"ace";"TRUE";"Helsinki";"Helsinki";"city, village,...";"Finland";"capital of a political entity";"Uusimaa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hengelo";"1";"Europe/Amsterdam";"2";"6.85325005490674";"52.2290249061316";"52.3026410938684";"6.73286194509326";"2";"Hengelo";"20";"2750405";"P";"18";"189.282241821289";"2754392";NA;"NL";"OV";"2748838";"52.26583";"PPLA2";"EU";"0164";NA;"15";"6.79306";"2754394";"Hengelo";"80809";"";"";"";"Hengelo";"da";NA;"Gemeente Hengelo";"Hengelo";"city, village,...";"Netherlands";"seat of a second-order administrative division";"Overijssel";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Herrljunga";"1";"Europe/Stockholm";"2";"13.0505969496172";"58.0663424326793";"58.08987227066";"12.9966671627966";"10";"Herrljunga";"114";"2661886";"P";"112";"49.3209762573242";"2706522";NA;"SE";"O";"3337386";"58.07739";"PPLA2";"EU";"1466";NA;"28";"13.02662";"2706523";"Herrljunga";"3982";"";"";"";"Херюнга";"bg";NA;"Herrljunga Kommun";"Herrljunga";"city, village,...";"Sweden";"seat of a second-order administrative division";"Västra Götaland";NA;NA;NA;NA;NA;NA;NA;NA;NA
