"Name";"timezone.gmtOffset";"timezone.timeZoneId";"timezone.dstOffset";"bbox.east";"bbox.south";"bbox.north";"bbox.west";"bbox.accuracyLevel";"asciiName";"astergdem";"countryId";"fcl";"srtm3";"score";"adminId2";"adminId3";"countryCode";"adminCodes1.ISO3166_2";"adminId1";"lat";"fcode";"continentCode";"adminCode2";"adminCode3";"adminCode1";"lng";"geonameId";"toponymName";"population";"adminName5";"adminName4";"adminName3";"alternateNames.name";"alternateNames.lang";"alternateNames.isPreferredName";"adminName2";"name";"fclName";"countryName";"fcodeName";"adminName1";"adminCodes2.ISO3166_2";"elevation";"adminId4";"adminCode4";"alternateNames.isHistoric";"alternateNames.isShortName";"adminId5";"adminCode5";"cc2"
"High Wycombe";"0";"Europe/London";"1";"-0.67361399296173";"51.6024092216902";"51.6703409078635";"-0.801517342537138";"10";"High Wycombe";"97";"2635167";"P";"76";"114.793869018555";"2654408";"2633462";"GB";"ENG";"6269131";"51.62907";"PPL";"EU";"B9";"11UF";"ENG";"-0.74934";"2646914";"High Wycombe";"133204";"";"";"Wycombe";"Хай Уикъмб";"bg";NA;"Buckinghamshire";"High Wycombe";"city, village,...";"United Kingdom";"populated place";"England";"BKM";NA;NA;NA;NA;NA;NA;NA;NA
"Hódmezovásárhely";"1";"Europe/Budapest";"2";"20.374088700549";"46.3885840407745";"46.4447493592255";"20.292577899451";"2";"Hodmezovasarhely";"87";"719819";"P";"80";"60.9258651733398";NA;NA;"HU";"CS";"721589";"46.41667";"PPL";"EU";NA;NA;"06";"20.33333";"719965";"Hódmezővásárhely";"47485";"";"";"";"Ходмезьовашархей";"bg";"TRUE";"";"Hódmezővásárhely";"city, village,...";"Hungary";"populated place";"Csongrád";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hoogeveen";"1";"Europe/Amsterdam";"2";"6.51841267563733";"52.697062119921";"52.747937880079";"6.43436532436268";"2";"Hoogeveen";"14";"2750405";"P";"14";"191.782119750977";"2753718";NA;"NL";"DR";"2756631";"52.7225";"PPL";"EU";"0118";NA;"01";"6.47639";"2753719";"Hoogeveen";"38754";"";"";"";"Hoogeveen";"de";NA;"Gemeente Hoogeveen";"Hoogeveen";"city, village,...";"Netherlands";"populated place";"Drenthe";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Huddersfield";"0";"Europe/London";"1";"-1.69222212731428";"53.6037412027852";"53.6856661334916";"-1.89714451159045";"10";"Huddersfield";"97";"2635167";"P";"90";"129.171493530273";"3333161";"7295925";"GB";"ENG";"6269131";"53.64904";"PPLA2";"EU";"G8";"00CZ003";"ENG";"-1.78416";"2646458";"Huddersfield";"149017";"";"";"Kirkburton";"هدرسفيلد";"ar";NA;"Kirklees";"Huddersfield";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"KIR";NA;NA;NA;NA;NA;NA;NA;NA
"Iasi";"2";"Europe/Bucharest";"3";"27.7078210433844";"47.0934637027356";"47.2398696972644";"27.4921789566156";"2";"Iasi";"68";"798549";"P";"66";"256.335906982422";"8334835";NA;"RO";"IS";"675809";"47.16667";"PPLA";"EU";"95060";NA;"23";"27.6";"675810";"Iaşi";"318012";"";"";"";"ياش";"ar";"TRUE";"Municipiul Iaşi";"Iasi";"city, village,...";"Romania";"seat of a first-order administrative division";"Iaşi";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibi";"1";"Europe/Madrid";"2";"-0.546497271299061";"38.6052235900261";"38.6454444099739";"-0.597994728700939";"2";"Ibi";"750";"2510769";"P";"748";"105.734283447266";"2521976";"6355455";"ES";"VC";"2593113";"38.62533";"PPLA3";"EU";"A";"03079";"60";"-0.57225";"2516480";"Ibi";"24113";"";"";"Ibi";"إلبي";"ar";NA;"Alicante";"Ibi";"city, village,...";"Spain";"seat of a third-order administrative division";"Valencia";"A";NA;NA;NA;NA;NA;NA;NA;NA
"Idrija";"1";"Europe/Ljubljana";"2";"14.0572383302068";"45.9805542294415";"46.0272628840608";"13.9910728203551";"10";"Idrija";"339";"3190538";"P";"341";"87.2618942260742";NA;NA;"SI";"036";"3199169";"46.00278";"PPLA";"EU";NA;NA;"36";"14.03056";"3199171";"Idrija";"5955";"";"";"";"SILZI";"unlc";NA;"";"Idrija";"city, village,...";"Slovenia";"seat of a first-order administrative division";"Idrija";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Igualada";"1";"Europe/Madrid";"2";"1.65122042723434";"41.5555391199201";"41.6064148800799";"1.58317957276566";"2";"Igualada";"327";"2510769";"P";"322";"157.417861938477";"3128759";"6356271";"ES";"CT";"3336901";"41.58098";"PPL";"EU";"B";"08250";"56";"1.6172";"3120431";"Igualada";"38918";"";"";"Santa Margarida de Montbui";"Igualada";"ca";NA;"Barcelona";"Igualada";"city, village,...";"Spain";"populated place";"Catalonia";"B";NA;NA;NA;NA;NA;NA;NA;NA
"Ioannina";"2";"Europe/Athens";"3";"20.8948364833261";"39.6318162244498";"39.6979057755502";"20.8089415166739";"2";"Ioannina";"511";"390903";"P";"505";"144.85546875";"261777";"7303595";"GR";"D";"6697804";"39.66486";"PPLA";"EU";"17";"9084";"ESYE21";"20.85189";"261779";"Ioánnina";"65574";"";"";"Ioannina";"Янина";"bg";"TRUE";"Ioannina";"Ioannina";"city, village,...";"Greece";"seat of a first-order administrative division";"Epirus";"33";NA;NA;NA;NA;NA;NA;NA;NA
"Jelgava";"2";"Europe/Riga";"3";"23.7712427820109";"56.6178862505651";"56.6821137494349";"23.6543132179891";"2";"Jelgava";"20";"458258";"P";"5";"330.243988037109";"11352639";NA;"LV";"JEL";"459281";"56.65";"PPLA";"EU";"0090000";NA;"11";"23.71278";"459279";"Jelgava";"61791";"";"";"";"Елґава";"be";NA;"Jelgava";"Jelgava";"city, village,...";"Latvia";"seat of a first-order administrative division";"Jelgava";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Jena";"1";"Europe/Berlin";"2";"11.6343815563131";"50.8888751734674";"50.9673819903029";"11.5531483018445";"10";"Jena";"148";"2921044";"P";"149";"162.971817016602";NA;"2895042";"DE";"TH";"2822542";"50.92878";"PPLA3";"EU";"00";"16053";"15";"11.5899";"2895044";"Jena";"104712";"";"Jena";"Kreisfreie Stadt Jena";"يينا";"ar";NA;"";"Jena";"city, village,...";"Germany";"seat of a third-order administrative division";"Thuringia";NA;NA;"6549748";"16053000";NA;NA;NA;NA;NA
"Jyväskylä";"2";"Europe/Helsinki";"3";"25.8017612540438";"62.203846867985";"62.279093132015";"25.6399987459562";"2";"Jyvaeskylae";"103";"660013";"P";"-32768";"219.238784790039";"9610654";"655195";"FI";"08";"830685";"62.24147";"PPLA";"EU";"131";"179";"13";"25.72088";"655194";"Jyväskylä";"85026";"";"";"Jyväskylä";"يوفاسكولا";"ar";"TRUE";"Jyväskylä";"Jyvaskyla";"city, village,...";"Finland";"seat of a first-order administrative division";"Central Finland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaiserslautern";"1";"Europe/Berlin";"2";"7.84692081729297";"49.4191220800115";"49.4586097984669";"7.65633923990209";"10";"Kaiserslautern";"239";"2921044";"P";"240";"151.429641723633";NA;"3247900";"DE";"RP";"2847618";"49.443";"PPLA3";"EU";"00";"07312";"08";"7.77161";"2894003";"Kaiserslautern";"98732";"";"Kaiserslautern";"Kreisfreie Stadt Kaiserslautern";"Кайзерслаутерн";"bg";NA;"";"K-Town";"city, village,...";"Germany";"seat of a third-order administrative division";"Rheinland-Pfalz";NA;NA;"6554815";"07312000";NA;NA;NA;NA;NA
"Karlskrona";"1";"Europe/Stockholm";"2";"15.6948474176108";"56.1490694485669";"56.2350271393915";"15.5606986463145";"10";"Karlskrona";"22";"2661886";"P";"18";"145.043243408203";"2701712";NA;"SE";"K";"2721357";"56.16156";"PPLA";"EU";"1080";NA;"02";"15.58661";"2701713";"Karlskrona";"36477";"";"";"";"كارلسكرونا";"ar";NA;"Karlskrona Municipality";"Karlskrona";"city, village,...";"Sweden";"seat of a first-order administrative division";"Blekinge";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Karlsruhe";"1";"Europe/Berlin";"2";"8.44980490449852";"48.9794726159453";"49.0412079799524";"8.30077347795106";"10";"Karlsruhe";"117";"2921044";"P";"118";"141.546340942383";"3214104";"3220721";"DE";"BW";"2953481";"49.00937";"PPLA2";"EU";"082";"08212";"01";"8.40444";"2892794";"Karlsruhe";"283799";"";"Karlsruhe";"Stadtkreis Karlsruhe";"كارلسروه";"ar";NA;"Karlsruhe Region";"Karlsruhe";"city, village,...";"Germany";"seat of a second-order administrative division";"Baden-Württemberg";NA;NA;"6555606";"08212000";NA;NA;NA;NA;NA
"Karviná";"1";"Europe/Prague";"2";"18.5925005422077";"49.8212657172533";"49.8867404684693";"18.4908791053073";"2";"Karvina";"246";"3077311";"P";"238";"96.3104095458984";"3073790";"11924009";"CZ";"80";"3339573";"49.854";"PPL";"EU";"0803";"598917";"85";"18.54169";"3073789";"Karviná";"63677";"";"";"Karviná";"https://en.wikipedia.org/wiki/Fry%C5%A1t%C3%A1t";"link";NA;"Okres Karviná";"Karviná";"city, village,...";"Czechia";"populated place";"Moravskoslezský";"803";NA;NA;NA;NA;NA;NA;NA;NA
"Katowice";"1";"Europe/Warsaw";"2";"19.1420046638021";"50.1853502521456";"50.3314797478544";"18.9130853361979";"2";"Katowice";"259";"798544";"P";"266";"239.198272705078";"7530792";"7532033";"PL";"24";"3337497";"50.25841";"PPLA";"EU";"2469";"246901";"83";"19.02754";"3096472";"Katowice";"317316";"";"";"Katowice";"Katowice";"af";NA;"Katowice";"Katowice";"city, village,...";"Poland";"seat of a first-order administrative division";"Silesia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaunas";"2";"Europe/Vilnius";"3";"24.0480329690738";"54.8232862449116";"54.9821457550883";"23.7711930309262";"2";"Kaunas";"75";"597427";"P";"74";"286.335510253906";"598318";NA;"LT";"KU";"864477";"54.90272";"PPLA";"EU";"52";NA;"57";"23.90961";"598316";"Kaunas";"374643";"";"";"";"كاوناس";"ar";"TRUE";"Kaunas";"Kaunas";"city, village,...";"Lithuania";"seat of a first-order administrative division";"Kaunas";"16";NA;NA;NA;NA;NA;NA;NA;NA
"Kavala";"2";"Europe/Athens";"3";"24.4468195047436";"40.9094203850391";"40.9697516149609";"24.3669164952564";"2";"Kavala";"28";"390903";"P";"34";"122.878982543945";"735857";"8133899";"GR";"A";"6697803";"40.93959";"PPLA2";"EU";"14";"9012";"ESYE11";"24.40687";"735861";"Kavála";"54027";"";"";"Kavala";"قولة";"ar";"TRUE";"Kavala";"Kavala";"city, village,...";"Greece";"seat of a second-order administrative division";"East Macedonia and Thrace";"55";NA;NA;NA;NA;NA;NA;NA;NA
"Kielce";"1";"Europe/Warsaw";"2";"20.7213598383943";"50.8111816624101";"50.9294746427195";"20.5336755619963";"2";"Kielce";"269";"798544";"P";"267";"158.666046142578";"7530962";"7531642";"PL";"26";"858790";"50.87033";"PPLA";"EU";"2661";"266101";"84";"20.62752";"769250";"Kielce";"208598";"";"";"Kielce";"كيلسي";"ar";NA;"Kielce";"Kielce";"city, village,...";"Poland";"seat of a first-order administrative division";"Świętokrzyskie";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kilkenny";"0";"Europe/Dublin";"1";"-7.21688201966027";"52.6313877605214";"52.6772110330507";"-7.27534998703877";"10";"Kilkenny";"45";"2963597";"P";"48";"101.956909179688";"2963397";NA;"IE";"L";"7521314";"52.65417";"PPLA2";"EU";"13";NA;"L";"-7.25222";"2963398";"Kilkenny";"21589";"";"";"";"Килкени";"bg";"TRUE";"County Kilkenny";"Kilkenny";"city, village,...";"Ireland";"seat of a second-order administrative division";"Leinster";"KK";NA;NA;NA;NA;NA;NA;NA;NA
"Kladno";"1";"Europe/Prague";"2";"14.1563317065781";"50.1130887708635";"50.1815823591483";"14.0493700695673";"2";"Kladno";"392";"3077311";"P";"390";"137.23957824707";"3073698";"11920311";"CZ";"20";"3339576";"50.14734";"PPL";"EU";"0203";"532053";"88";"14.10285";"3073699";"Kladno";"70003";"";"";"Kladno";"كلادنو";"ar";NA;"Kladno District";"Kladno";"city, village,...";"Czechia";"populated place";"Central Bohemia";"203";NA;NA;NA;NA;NA;NA;NA;NA
"Klaipeda";"2";"Europe/Vilnius";"3";"21.2402221533049";"55.6499191709399";"55.7636808290601";"21.0380178466951";"2";"Klaipeda";"17";"597427";"P";"-32768";"354.781036376953";"598099";NA;"LT";"KL";"864478";"55.7068";"PPLA";"EU";"55";NA;"58";"21.13912";"598098";"Klaipėda";"192307";"";"";"";"Klaipeda";"als";"TRUE";"Klaipėda City Municipality";"Klaipėda";"city, village,...";"Lithuania";"seat of a first-order administrative division";"Klaipėda County";"21";NA;NA;NA;NA;NA;NA;NA;NA
"Koblenz";"1";"Europe/Berlin";"2";"7.60553564106049";"50.3345150953575";"50.3673586049425";"7.55398065696698";"10";"Koblenz";"65";"2921044";"P";"75";"124.53394317627";NA;"3247459";"DE";"RP";"2847618";"50.35357";"PPLA3";"EU";"00";"07111";"08";"7.57883";"2886946";"Koblenz";"107319";"";"Koblenz";"Kreisfreie Stadt Koblenz";"كوبلنس";"ar";NA;"";"Koblenz";"city, village,...";"Germany";"seat of a third-order administrative division";"Rheinland-Pfalz";NA;NA;"6553290";"07111000";NA;NA;NA;NA;NA
"Komotini";"2";"Europe/Athens";"3";"25.4421619050704";"41.0914537128495";"41.1468942871505";"25.3685380949296";"2";"Komotini";"42";"390903";"P";"41";"157.397674560547";"734375";"8133827";"GR";"A";"6697803";"41.11917";"PPLA";"EU";"02";"9021";"ESYE11";"25.40535";"735640";"Komotiní";"45631";"";"";"Komotini";"كوموتيني";"ar";"TRUE";"Rodópi";"Komotini";"city, village,...";"Greece";"seat of a first-order administrative division";"East Macedonia and Thrace";"73";NA;NA;NA;NA;NA;NA;NA;NA
"Koprivnica";"1";"Europe/Zagreb";"2";"16.8572637995276";"46.1421707619106";"46.1833848380894";"16.7977362004724";"2";"Koprivnica";"141";"3202326";"P";"139";"140.741729736328";"3197726";NA;"HR";"06";"3337518";"46.16278";"PPLA";"EU";"3197726";NA;"06";"16.8275";"3197728";"Koprivnica";"25579";"";"";"";"كوبريفنيتسا";"ar";"TRUE";"Grad Koprivnica";"Koprivnica";"city, village,...";"Croatia";"seat of a first-order administrative division";"Koprivničko-Križevačka";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Koropi";"2";"Europe/Athens";"3";"23.8938822009627";"37.881439874082";"37.916272125918";"23.8497297990373";"2";"Koropi";"120";"390903";"P";"130";"73.1745681762695";"445406";"8133922";"GR";"I";"6692632";"37.89886";"PPLA3";"EU";"98";"9218";"ESYE31";"23.87181";"259251";"Koropí";"19164";"";"";"Kropia";"Κορωπί";"el";"TRUE";"Nomarchía Anatolikís Attikís";"Koropí";"city, village,...";"Greece";"seat of a third-order administrative division";"Attica";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kortrijk";"1";"Europe/Brussels";"2";"3.32051501827299";"50.7929112302099";"50.8631538724559";"3.20922626895845";"2";"Kortrijk";"17";"2802361";"P";"22";"121.441543579102";"2783770";"2794054";"BE";"VLG";"3337388";"50.82803";"PPL";"EU";"VWV";"34";"VLG";"3.26487";"2794055";"Kortrijk";"73879";"";"Kortrijk";"Arrondissement of Kortrijk";"Contrai";"an";NA;"West Flanders Province";"Kortrijk";"city, village,...";"Belgium";"populated place";"Flanders";"VWV";NA;"2794056";"34022";NA;NA;NA;NA;NA
"Korydallos";"2";"Europe/Athens";"3";"23.6882701384403";"37.9522549382732";"38.0171090617268";"23.6059498615597";"2";"Korydallos";"90";"390903";"P";"93";"99.8665618896484";"406101";"8133688";"GR";"I";"6692632";"37.98468";"PPLA3";"EU";"96";"9203";"ESYE31";"23.64711";"8310183";"Korydallós";"63445";"";"";"Korydallos";"Κορυδαλλός";"el";"TRUE";"Nomós Piraiós";"Korydallos";"city, village,...";"Greece";"seat of a third-order administrative division";"Attica";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Košice";"1";"Europe/Bratislava";"2";"21.3538606912109";"48.6508300621966";"48.7770619378034";"21.1623073087891";"2";"Kosice";"210";"3057568";"P";"205";"345.623443603516";NA;NA;"SK";"KI";"865084";"48.71395";"PPLA";"EU";NA;NA;"03";"21.25808";"724443";"Košice";"236563";"";"";"";"كوشيتسه";"ar";"TRUE";"";"Košice";"city, village,...";"Slovakia";"seat of a first-order administrative division";"Košický kraj";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Koszalin";"1";"Europe/Warsaw";"2";"16.2448061171804";"54.1519595477577";"54.2368054603839";"16.0996305283274";"2";"Koszalin";"34";"798544";"P";"30";"140.013656616211";"7530983";"7532538";"PL";"32";"3337499";"54.19438";"PPLA2";"EU";"3261";"326101";"87";"16.17222";"3095049";"Koszalin";"107450";"";"";"Koszalin";"كشالين";"ar";NA;"Koszalin";"Koszalin";"city, village,...";"Poland";"seat of a second-order administrative division";"West Pomerania";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Krakow";"1";"Europe/Warsaw";"2";"20.1126737624252";"49.9486501281772";"50.1742096913451";"19.7604875534928";"2";"Krakow";"221";"798544";"P";"219";"270.719787597656";"6690154";"7531791";"PL";"12";"858786";"50.06143";"PPLA";"EU";"1261";"126101";"77";"19.93658";"3094802";"Kraków";"755050";"";"";"Kraków";"Krakau";"als";"TRUE";"Kraków";"Krakow";"city, village,...";"Poland";"seat of a first-order administrative division";"Lesser Poland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kristiansand";"1";"Europe/Oslo";"2";"8.05768955667426";"58.1139726243908";"58.1794473756092";"7.93351044332574";"2";"Kristiansand";"10";"3144096";"P";"12";"210.775527954102";"6453405";NA;"NO";"42";"12110596";"58.14671";"PPLA";"EU";"4204";NA;"42";"7.9956";"3149318";"Kristiansand";"63814";"";"";"";"Крысціянсан";"be";NA;"Kristiansand";"Kristiansand";"city, village,...";"Norway";"seat of a first-order administrative division";"Agder";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Larissa";"2";"Europe/Athens";"3";"22.4816224257815";"39.5876287570439";"39.6861492429561";"22.3535995742185";"2";"Larisa";"77";"390903";"P";"84";"183.851135253906";"258575";"8133786";"GR";"E";"6697809";"39.63689";"PPLA";"EU";"21";"9100";"ESYE14";"22.41761";"258576";"Lárisa";"144651";"";"";"Larissa";"Λάρισα";"el";"TRUE";"Lárisa";"Larissa";"city, village,...";"Greece";"seat of a first-order administrative division";"Thessaly";"42";NA;NA;NA;NA;NA;NA;NA;NA
"Larnaca";"2";"Asia/Nicosia";"3";"33.6658003943703";"34.8880807481641";"34.9577452518359";"33.5807996056297";"2";"Larnaca";"7";"146669";"P";"9";"224.157333374023";NA;NA;"CY";"03";"146398";"34.92291";"PPLA";"EU";NA;NA;"03";"33.6233";"146400";"Larnaca";"72000";"";"";"";"لارنكا";"ar";"TRUE";"";"Larnaca";"city, village,...";"Cyprus";"seat of a first-order administrative division";"Larnaka";NA;NA;NA;NA;NA;NA;NA;NA;NA
"La Rochelle";"1";"Europe/Paris";"2";"-1.10024523842129";"46.1271024049943";"46.1990515950057";"-1.20419476157871";"2";"La Rochelle";"10";"3017382";"P";"-32768";"113.311874389648";"3026644";"3006783";"FR";"NAQ";"11071620";"46.16308";"PPLA2";"EU";"17";"173";"75";"-1.15222";"3006787";"La Rochelle";"76810";"";"La Rochelle";"Rochelle";"La Rochelle";"af";"TRUE";"Charente-Maritime";"La Rochelle";"city, village,...";"France";"seat of a second-order administrative division";"Nouvelle-Aquitaine";"17";NA;"6455645";"17300";NA;NA;NA;NA;NA
"Latsia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lecce";"1";"Europe/Rome";"2";"18.2285943414108";"40.3273062568085";"40.3777914757536";"18.1190252700894";"10";"Lecce";"51";"3175395";"P";"53";"114.486038208008";"3174952";"6542124";"IT";"75";"3169778";"40.35481";"PPLA2";"EU";"LE";"075035";"13";"18.17244";"3174953";"Lecce";"80695";"";"";"Lecce";"ليتشي";"ar";NA;"Provincia di Lecce";"Lecce";"city, village,...";"Italy";"seat of a second-order administrative division";"Apulia";"LE";"49";NA;NA;NA;NA;NA;NA;NA
"Leeds";"0";"Europe/London";"1";"-1.42306616656842";"53.7362357300578";"53.8673253121373";"-1.67411418456256";"10";"Leeds";"53";"2635167";"P";"50";"165.579376220703";"3333164";NA;"GB";"ENG";"6269131";"53.79648";"PPLA2";"EU";"H3";NA;"ENG";"-1.54785";"2644688";"Leeds";"455123";"";"";"";"Loidis";"ang";NA;"Leeds";"Leeds";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"LDS";NA;NA;NA;NA;NA;NA;NA;NA
"Legazpi";"1";"Europe/Madrid";"2";"-2.31227162843493";"43.0351986994971";"43.0711732945029";"-2.36151776662507";"1";"Legazpia";"469";"2510769";"P";"448";"48.8740997314453";"3120935";"6358140";"ES";"PV";"3336903";"43.05319";"PPLA3";"EU";"SS";"20051";"59";"-2.33689";"3118587";"Legazpi";"0";"";"";"Legazpi";"Legazpia";"es";"TRUE";"Gipuzkoa";"Legazpi";"city, village,...";"Spain";"seat of a third-order administrative division";"Basque Country";"SS";NA;NA;NA;NA;NA;NA;NA;NA
"Leipzig";"1";"Europe/Berlin";"2";"12.41175600451";"51.3121042157578";"51.3599794412376";"12.3478754620417";"10";"Leipzig";"117";"2921044";"P";"116";"130.267730712891";NA;"2879137";"DE";"SN";"2842566";"51.33962";"PPLA3";"EU";"00";"14713";"13";"12.37129";"2879139";"Leipzig";"504971";"Mitte";"Leipzig";"Kreisfreie Stadt Leipzig";"Leipzig";"af";NA;"";"Leipzig";"city, village,...";"Germany";"seat of a third-order administrative division";"Saxony";NA;NA;"6548737";"14713000";NA;NA;"11524045";"0";NA
"Leoben";"1";"Europe/Vienna";"2";"15.1706489824874";"47.3529279664416";"47.4056287787288";"15.014583938602";"10";"Leoben";"547";"2782113";"P";"543";"97.6598052978516";"2772648";"7872425";"AT";"6";"2764581";"47.3765";"PPLA3";"EU";"611";"61108";"06";"15.09144";"2772649";"Leoben";"8264";"";"";"Leoben";"Леобен";"bg";NA;"Leoben";"Leoben";"city, village,...";"Austria";"seat of a third-order administrative division";"Styria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Les Mureaux";"1";"Europe/Paris";"2";"1.94467849707519";"48.9688036047582";"49.0146623952418";"1.87475750292481";"2";"Les Mureaux";"26";"3017382";"P";"25";"91.5572204589844";"2967196";"2996147";"FR";"IDF";"3012874";"48.99173";"PPL";"EU";"78";"781";"11";"1.90972";"3000192";"Les Mureaux";"32134";"";"Les Mureaux";"Mantes-la-Jolie";"لمورو";"fa";"TRUE";"Yvelines";"Les Mureaux";"city, village,...";"France";"populated place";"Île-de-France";"78";NA;"6456503";"78440";NA;NA;NA;NA;NA
"Leszno";"1";"Europe/Warsaw";"2";"16.6274570442219";"51.8079113486156";"51.8727654720692";"16.5224147819499";"2";"Leszno";"102";"798544";"P";"90";"101.88508605957";"7530993";"7532770";"PL";"30";"3337498";"51.84034";"PPLA2";"EU";"3063";"306301";"86";"16.57494";"3093524";"Leszno";"63565";"";"";"Leszno";"Лешна";"be";NA;"Leszno";"Leszno";"city, village,...";"Poland";"seat of a second-order administrative division";"Greater Poland";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L'hospitalet de Llobregat";"1";"Europe/Madrid";"2";"2.18800883163171";"41.2938915720349";"41.4254573108231";"2.01254506241125";"2";"L'Hospitalet de Llobregat";"19";"2510769";"P";"18";"121.850128173828";"3128759";"6356131";"ES";"CT";"3336901";"41.35967";"PPL";"EU";"B";"08101";"56";"2.10028";"3120619";"L'Hospitalet de Llobregat";"257038";"";"";"l'Hospitalet de Llobregat";"l'Hospitalet";"ca";"TRUE";"Barcelona";"L'Hospitalet de Llobregat";"city, village,...";"Spain";"populated place";"Catalonia";"B";NA;NA;NA;NA;"TRUE";NA;NA;NA
